"airline","flight","source_city","departure_time","stops","arrival_time","destination_city","class","duration","days_left","price"
"Air_India","AI-808","Bangalore","Night","one","Morning","Mumbai","Economy",13.17,32,6578
"Vistara","UK-858","Bangalore","Early_Morning","one","Early_Morning","Hyderabad","Economy",25.17,26,5322
"Vistara","UK-864","Bangalore","Evening","one","Evening","Kolkata","Business",21.83,21,51817
"GO_FIRST","G8-461","Mumbai","Early_Morning","one","Afternoon","Hyderabad","Economy",9.5,23,4262
"Air_India","AI-773","Kolkata","Evening","one","Morning","Delhi","Business",17.33,49,53743
"Air_India","AI-9893","Hyderabad","Early_Morning","one","Night","Delhi","Economy",16.67,26,3729
"Air_India","AI-864","Mumbai","Early_Morning","zero","Morning","Delhi","Economy",2.17,24,2464
"Vistara","UK-651","Mumbai","Evening","one","Night","Bangalore","Economy",28.33,9,17786
"Vistara","UK-774","Kolkata","Night","one","Evening","Bangalore","Economy",22.67,19,6841
"AirAsia","I5-1563","Kolkata","Evening","two_or_more","Early_Morning","Mumbai","Economy",11.5,30,3379
"Vistara","UK-836","Chennai","Morning","one","Night","Mumbai","Economy",12.08,32,4413
"GO_FIRST","G8-7560","Kolkata","Afternoon","one","Night","Mumbai","Economy",7.33,11,11109
"Vistara","UK-852","Bangalore","Morning","one","Afternoon","Hyderabad","Business",26.75,27,43697
"Air_India","AI-809","Mumbai","Morning","one","Night","Chennai","Economy",13.58,9,9201
"Indigo","6E-929","Chennai","Afternoon","zero","Afternoon","Mumbai","Economy",1.92,6,9032
"Air_India","AI-766","Chennai","Morning","one","Evening","Delhi","Business",6.67,37,47585
"Air_India","AI-640","Bangalore","Early_Morning","one","Morning","Kolkata","Economy",26.08,39,5007
"GO_FIRST","G8-519","Kolkata","Evening","one","Late_Night","Bangalore","Economy",7.08,32,6109
"AirAsia","I5-1531","Chennai","Night","one","Morning","Delhi","Economy",10.92,11,7353
"Vistara","UK-874","Hyderabad","Morning","one","Night","Delhi","Economy",14.5,7,10018
"Air_India","AI-9891","Hyderabad","Evening","two_or_more","Evening","Mumbai","Economy",23.83,33,7496
"Vistara","UK-812","Bangalore","Morning","one","Night","Kolkata","Economy",13,15,11205
"Vistara","UK-910","Mumbai","Evening","one","Morning","Kolkata","Business",16,21,65517
"Vistara","UK-902","Mumbai","Afternoon","one","Night","Chennai","Business",7,18,61933
"Vistara","UK-995","Delhi","Morning","one","Evening","Kolkata","Business",9.58,6,82553
"Vistara","UK-814","Bangalore","Night","one","Afternoon","Hyderabad","Economy",15.42,45,10802
"Indigo","6E-5013","Mumbai","Early_Morning","one","Morning","Kolkata","Economy",5.83,19,5843
"Vistara","UK-828","Chennai","Early_Morning","two_or_more","Evening","Delhi","Business",9.92,26,57920
"Air_India","AI-889","Delhi","Morning","one","Evening","Kolkata","Economy",6.92,16,6542
"SpiceJet","SG-8946","Delhi","Morning","one","Evening","Hyderabad","Economy",6.08,27,3625
"Air_India","AI-651","Mumbai","Morning","two_or_more","Morning","Chennai","Economy",23.08,17,8213
"Air_India","AI-485","Delhi","Early_Morning","one","Morning","Kolkata","Economy",29.17,23,16514
"Vistara","UK-778","Kolkata","Afternoon","one","Morning","Bangalore","Business",17.33,36,61874
"Vistara","UK-772","Kolkata","Morning","one","Night","Bangalore","Business",12.42,20,52287
"GO_FIRST","G8-790","Bangalore","Afternoon","zero","Evening","Kolkata","Economy",2.5,31,4429
"Vistara","UK-854","Bangalore","Evening","one","Afternoon","Hyderabad","Business",17.83,41,37985
"Vistara","UK-852","Bangalore","Morning","one","Evening","Kolkata","Economy",10.42,47,6271
"Air_India","AI-424","Kolkata","Afternoon","one","Morning","Mumbai","Business",21.75,39,50271
"Vistara","UK-854","Bangalore","Evening","one","Late_Night","Delhi","Economy",5.75,12,10744
"Vistara","UK-860","Hyderabad","Early_Morning","one","Night","Mumbai","Business",14.42,10,60555
"Air_India","AI-9876","Bangalore","Afternoon","one","Morning","Mumbai","Economy",20,37,5771
"Air_India","AI-9876","Bangalore","Afternoon","one","Early_Morning","Chennai","Economy",16.75,20,3184
"Vistara","UK-826","Chennai","Afternoon","one","Evening","Bangalore","Economy",31,13,12276
"Vistara","UK-810","Bangalore","Early_Morning","one","Night","Mumbai","Economy",14.25,48,7212
"Vistara","UK-860","Hyderabad","Early_Morning","one","Night","Mumbai","Business",16,41,45995
"Vistara","UK-870","Hyderabad","Night","one","Night","Chennai","Business",26.33,46,51707
"Vistara","UK-829","Delhi","Early_Morning","one","Evening","Bangalore","Economy",12.42,47,3357
"Vistara","UK-708","Kolkata","Night","one","Evening","Bangalore","Economy",22.42,42,8111
"Vistara","UK-825","Mumbai","Morning","one","Night","Delhi","Business",14.17,9,51372
"Vistara","UK-910","Mumbai","Evening","one","Morning","Kolkata","Economy",16,17,6634
"Air_India","AI-660","Mumbai","Evening","zero","Night","Delhi","Economy",2.42,4,5943
"SpiceJet","SG-198","Bangalore","Night","zero","Late_Night","Delhi","Economy",2.67,25,4756
"AirAsia","I5-744","Delhi","Morning","one","Afternoon","Bangalore","Economy",5.25,33,3090
"Vistara","UK-834","Chennai","Evening","one","Afternoon","Hyderabad","Business",19.42,28,63889
"Air_India","AI-541","Hyderabad","Evening","two_or_more","Night","Chennai","Economy",7.33,15,15793
"Air_India","AI-506","Delhi","Morning","one","Night","Hyderabad","Economy",10.5,15,9152
"GO_FIRST","G8-302","Chennai","Early_Morning","one","Afternoon","Delhi","Economy",9.58,33,4827
"Indigo","6E-6319","Hyderabad","Evening","zero","Evening","Bangalore","Economy",1.25,37,1776
"GO_FIRST","G8-320","Bangalore","Evening","one","Night","Delhi","Economy",7.17,46,4028
"AirAsia","I5-1529","Delhi","Morning","two_or_more","Late_Night","Kolkata","Economy",16,21,2480
"SpiceJet","SG-3027","Bangalore","Early_Morning","one","Afternoon","Mumbai","Economy",9,27,3450
"AirAsia","I5-2473","Kolkata","Morning","one","Evening","Chennai","Economy",6.83,49,3961
"Vistara","UK-853","Mumbai","Afternoon","one","Night","Delhi","Economy",6.42,32,6122
"Vistara","UK-910","Mumbai","Evening","one","Evening","Chennai","Economy",22.75,23,5768
"AirAsia","I5-747","Delhi","Evening","one","Late_Night","Mumbai","Economy",5.58,23,2409
"Vistara","UK-774","Kolkata","Night","one","Morning","Bangalore","Economy",14.17,47,6195
"Indigo","6E-417","Kolkata","Afternoon","one","Night","Hyderabad","Economy",7.33,18,8172
"GO_FIRST","G8-873","Bangalore","Morning","one","Afternoon","Delhi","Economy",6.25,38,6994
"Air_India","AI-429","Chennai","Afternoon","one","Afternoon","Mumbai","Business",26.58,11,31622
"Indigo","6E-927","Chennai","Afternoon","one","Night","Bangalore","Economy",8.75,44,4466
"SpiceJet","SG-3835","Kolkata","Night","one","Afternoon","Hyderabad","Economy",19.5,26,7126
"Vistara","UK-986","Mumbai","Night","one","Evening","Chennai","Business",17.58,14,57565
"Air_India","AI-643","Mumbai","Afternoon","one","Evening","Delhi","Economy",26.17,33,4095
"Indigo","6E-822","Kolkata","Morning","zero","Afternoon","Bangalore","Economy",2.75,22,4452
"Vistara","UK-830","Hyderabad","Morning","two_or_more","Evening","Bangalore","Economy",8.5,35,6776
"Air_India","AI-430","Chennai","Morning","one","Night","Mumbai","Economy",12.25,29,4357
"Vistara","UK-708","Kolkata","Night","one","Evening","Bangalore","Economy",22.42,41,8111
"Vistara","UK-811","Delhi","Early_Morning","two_or_more","Evening","Kolkata","Economy",14,30,10580
"Air_India","AI-698","Hyderabad","Night","one","Evening","Bangalore","Business",20.25,28,38043
"GO_FIRST","G8-382","Mumbai","Afternoon","one","Night","Hyderabad","Economy",8,5,4262
"GO_FIRST","G8-792","Kolkata","Evening","one","Late_Night","Delhi","Economy",8.08,39,7804
"Vistara","UK-838","Chennai","Night","one","Morning","Kolkata","Economy",11.5,37,11803
"Air_India","AI-639","Mumbai","Morning","one","Night","Hyderabad","Economy",10.75,44,3654
"Vistara","UK-858","Bangalore","Early_Morning","one","Afternoon","Delhi","Economy",6,37,4111
"Vistara","UK-774","Kolkata","Night","one","Evening","Delhi","Economy",20.33,22,6461
"Indigo","6E-2174","Bangalore","Evening","zero","Night","Delhi","Economy",2.83,45,4500
"Vistara","UK-876","Hyderabad","Night","one","Evening","Chennai","Economy",22.33,20,6602
"Vistara","UK-874","Hyderabad","Morning","one","Evening","Kolkata","Business",8.33,25,48851
"Air_India","AI-808","Bangalore","Night","one","Morning","Kolkata","Business",14.08,45,60508
"Indigo","6E-6264","Delhi","Evening","one","Night","Bangalore","Economy",6,45,4007
"Vistara","UK-738","Kolkata","Evening","one","Night","Hyderabad","Economy",28.17,29,5632
"Vistara","UK-950","Mumbai","Night","zero","Late_Night","Delhi","Business",2.25,23,34460
"Vistara","UK-823","Mumbai","Evening","one","Afternoon","Delhi","Economy",19.67,20,4909
"Vistara","UK-857","Mumbai","Night","one","Night","Hyderabad","Economy",23.92,46,3334
"Air_India","AI-864","Mumbai","Early_Morning","one","Afternoon","Kolkata","Economy",7.5,39,4977
"Vistara","UK-849","Mumbai","Evening","one","Morning","Hyderabad","Economy",15.58,38,3334
"Air_India","AI-768","Kolkata","Afternoon","one","Evening","Bangalore","Economy",24.75,35,6633
"Air_India","AI-569","Chennai","Early_Morning","one","Morning","Kolkata","Economy",26.5,49,4629
"SpiceJet","SG-337","Kolkata","Afternoon","one","Morning","Mumbai","Economy",20.08,3,15281
"AirAsia","I5-1531","Chennai","Night","one","Late_Night","Delhi","Economy",5.33,34,2477
"Vistara","UK-928","Mumbai","Early_Morning","one","Evening","Bangalore","Business",12.33,5,62448
"Air_India","AI-9745","Kolkata","Morning","one","Afternoon","Hyderabad","Economy",24.83,16,4799
"Vistara","UK-940","Mumbai","Evening","one","Morning","Kolkata","Economy",12.58,46,5949
"Indigo","6E-5018","Delhi","Afternoon","one","Night","Mumbai","Economy",10.33,9,6932
"AirAsia","I5-829","Delhi","Night","two_or_more","Morning","Chennai","Economy",11.58,42,1998
"Vistara","UK-977","Delhi","Evening","one","Afternoon","Hyderabad","Economy",17.25,37,6172
"Air_India","AI-774","Mumbai","Night","one","Afternoon","Delhi","Business",16,17,59021
"Vistara","UK-874","Hyderabad","Morning","one","Evening","Kolkata","Economy",8.33,31,9079
"Vistara","UK-838","Chennai","Night","one","Morning","Mumbai","Business",14.08,31,64113
"Air_India","AI-559","Hyderabad","Early_Morning","one","Evening","Chennai","Business",12.5,20,51595
"Vistara","UK-951","Delhi","Afternoon","one","Evening","Chennai","Business",5.58,4,60568
"Air_India","AI-804","Bangalore","Early_Morning","one","Evening","Mumbai","Economy",11.83,32,6578
"AirAsia","I5-767","Mumbai","Early_Morning","one","Night","Bangalore","Economy",16.25,18,3175
"Vistara","UK-808","Bangalore","Early_Morning","one","Evening","Mumbai","Economy",11.08,28,6568
"Air_India","AI-809","Mumbai","Morning","one","Morning","Chennai","Economy",22.92,11,9201
"Air_India","AI-505","Bangalore","Morning","one","Night","Hyderabad","Business",10.17,34,56476
"Air_India","AI-415","Delhi","Evening","one","Evening","Bangalore","Economy",26.42,27,8038
"Indigo","6E-6205","Delhi","Afternoon","one","Evening","Bangalore","Economy",5.58,5,9735
"Vistara","UK-816","Bangalore","Morning","one","Night","Chennai","Economy",11.58,40,9734
"AirAsia","I5-829","Delhi","Night","one","Early_Morning","Hyderabad","Economy",9.75,44,2050
"Indigo","6E-6818","Mumbai","Evening","one","Late_Night","Chennai","Economy",5.67,9,8043
"Vistara","UK-910","Mumbai","Evening","one","Morning","Chennai","Economy",16.33,2,11129
"Vistara","UK-951","Delhi","Afternoon","one","Evening","Kolkata","Economy",5.58,7,14355
"Air_India","AI-809","Mumbai","Morning","one","Night","Hyderabad","Business",13.58,13,45693
"Air_India","AI-610","Bangalore","Evening","one","Night","Hyderabad","Business",26.42,17,37929
"Vistara","UK-828","Chennai","Early_Morning","one","Evening","Delhi","Business",9.92,31,57920
"Vistara","UK-871","Delhi","Night","zero","Night","Hyderabad","Business",2.33,24,24056
"Vistara","UK-708","Kolkata","Night","one","Morning","Bangalore","Business",14.42,36,105638
"Vistara","UK-944","Mumbai","Afternoon","one","Evening","Hyderabad","Business",5.25,8,58125
"Air_India","AI-867","Mumbai","Night","one","Morning","Bangalore","Business",11.42,38,54608
"Air_India","AI-773","Kolkata","Evening","one","Evening","Delhi","Business",25.42,46,53743
"Vistara","UK-890","Hyderabad","Evening","one","Morning","Bangalore","Business",17.17,22,63277
"GO_FIRST","G8-873","Bangalore","Morning","one","Evening","Delhi","Economy",7.25,33,7613
"Indigo","6E-157","Hyderabad","Early_Morning","one","Afternoon","Bangalore","Economy",9.5,16,2737
"Air_India","AI-840","Hyderabad","Night","one","Morning","Mumbai","Business",12.25,28,45883
"Vistara","UK-953","Delhi","Night","one","Evening","Kolkata","Business",20.17,21,53209
"Air_India","AI-840","Hyderabad","Night","one","Night","Bangalore","Business",23.25,13,56590
"Indigo","6E-5384","Mumbai","Morning","one","Afternoon","Delhi","Economy",6.42,26,3752
"Vistara","UK-836","Chennai","Morning","two_or_more","Night","Bangalore","Economy",12.58,29,6437
"Vistara","UK-830","Hyderabad","Morning","zero","Afternoon","Delhi","Business",2.33,12,24234
"Vistara","UK-772","Kolkata","Morning","one","Afternoon","Hyderabad","Business",25.83,29,49207
"Air_India","AI-402","Kolkata","Morning","one","Afternoon","Chennai","Business",26.25,29,55983
"Vistara","UK-836","Chennai","Morning","one","Night","Mumbai","Business",10.83,6,63979
"Air_India","AI-840","Hyderabad","Night","one","Afternoon","Mumbai","Economy",16,13,7774
"Indigo","6E-605","Chennai","Afternoon","one","Evening","Mumbai","Economy",6.75,41,1830
"Air_India","AI-573","Bangalore","Afternoon","one","Afternoon","Kolkata","Economy",23.17,35,20330
"AirAsia","I5-510","Hyderabad","Early_Morning","zero","Morning","Chennai","Economy",1.25,12,4454
"Air_India","AI-774","Mumbai","Night","one","Morning","Delhi","Economy",12.33,20,7670
"Air_India","AI-768","Kolkata","Afternoon","one","Night","Chennai","Business",8.08,28,55983
"Vistara","UK-846","Bangalore","Morning","one","Evening","Kolkata","Business",8.33,13,51817
"Vistara","UK-828","Chennai","Early_Morning","one","Evening","Kolkata","Economy",11.08,43,8816
"Air_India","AI-865","Delhi","Morning","one","Morning","Chennai","Economy",24.25,44,3988
"Vistara","UK-953","Delhi","Night","one","Early_Morning","Hyderabad","Economy",11.17,9,9840
"Vistara","UK-890","Hyderabad","Evening","one","Morning","Kolkata","Business",15.92,38,58394
"GO_FIRST","G8-101","Delhi","Early_Morning","one","Morning","Bangalore","Economy",6,11,7424
"Air_India","AI-525","Hyderabad","Early_Morning","one","Afternoon","Delhi","Business",6.92,33,47586
"SpiceJet","SG-923","Mumbai","Afternoon","one","Night","Kolkata","Economy",6.58,6,7728
"Vistara","UK-836","Chennai","Morning","one","Night","Mumbai","Business",11.25,27,69713
"Indigo","6E-5332","Mumbai","Early_Morning","zero","Morning","Chennai","Economy",2,38,3000
"Indigo","6E-5394","Chennai","Early_Morning","zero","Morning","Mumbai","Economy",2,11,6092
"Air_India","AI-770","Kolkata","Night","one","Morning","Hyderabad","Economy",14,40,4724
"Vistara","UK-960","Mumbai","Morning","one","Evening","Bangalore","Business",6.92,10,66928
"Indigo","6E-269","Chennai","Morning","one","Evening","Delhi","Economy",6.17,16,6190
"Vistara","UK-858","Bangalore","Early_Morning","one","Morning","Chennai","Business",5.17,13,44280
"Vistara","UK-877","Mumbai","Morning","two_or_more","Evening","Kolkata","Economy",8.83,16,14201
"Vistara","UK-981","Delhi","Night","zero","Night","Mumbai","Business",2.17,25,34472
"Vistara","UK-960","Mumbai","Morning","one","Night","Kolkata","Economy",10.83,14,9879
"Vistara","UK-854","Bangalore","Evening","one","Morning","Chennai","Economy",14.42,12,9241
"Air_India","AI-9894","Chennai","Morning","one","Night","Mumbai","Economy",13.08,12,11409
"AirAsia","I5-556","Kolkata","Night","one","Morning","Hyderabad","Economy",13.75,23,4589
"GO_FIRST","G8-509","Hyderabad","Early_Morning","one","Evening","Kolkata","Economy",11.25,35,4613
"GO_FIRST","G8-338","Delhi","Morning","one","Evening","Kolkata","Economy",7,14,12854
"GO_FIRST","G8-792","Kolkata","Evening","one","Early_Morning","Mumbai","Economy",14.58,16,6308
"Vistara","UK-812","Bangalore","Morning","one","Night","Mumbai","Economy",10.33,29,7212
"Air_India","AI-543","Hyderabad","Morning","one","Night","Kolkata","Economy",11,8,12118
"Vistara","UK-955","Delhi","Evening","one","Afternoon","Hyderabad","Economy",18.5,10,9840
"GO_FIRST","G8-330","Delhi","Night","one","Early_Morning","Kolkata","Economy",10.5,21,6395
"AirAsia","I5-1566","Bangalore","Afternoon","one","Evening","Delhi","Economy",5.83,42,2723
"Vistara","UK-814","Bangalore","Night","one","Morning","Mumbai","Business",12.58,5,87136
"Vistara","UK-835","Delhi","Evening","one","Morning","Mumbai","Economy",13.08,34,5355
"Air_India","AI-864","Mumbai","Early_Morning","one","Night","Chennai","Economy",16.58,18,4732
"Vistara","UK-708","Kolkata","Night","one","Morning","Bangalore","Business",15.42,32,60978
"Vistara","UK-902","Mumbai","Afternoon","one","Morning","Kolkata","Business",16.83,10,62045
"Vistara","UK-835","Delhi","Evening","one","Afternoon","Mumbai","Economy",18.58,41,5355
"GO_FIRST","G8-285","Bangalore","Afternoon","one","Night","Delhi","Economy",4.58,27,10732
"Vistara","UK-708","Kolkata","Night","one","Morning","Bangalore","Economy",15.42,10,11853
"Vistara","UK-944","Mumbai","Afternoon","one","Night","Bangalore","Economy",8.67,29,6450
"Indigo","6E-591","Chennai","Morning","one","Evening","Mumbai","Economy",4.75,42,1830
"Vistara","UK-720","Kolkata","Early_Morning","one","Night","Mumbai","Business",14.08,5,72783
"Air_India","AI-483","Delhi","Evening","one","Evening","Mumbai","Business",23.92,24,37900
"Indigo","6E-2076","Delhi","Early_Morning","one","Evening","Hyderabad","Economy",10,42,2098
"GO_FIRST","G8-330","Delhi","Night","one","Early_Morning","Kolkata","Economy",10.5,4,5954
"Vistara","UK-890","Hyderabad","Evening","one","Morning","Kolkata","Economy",14.92,42,5960
"Vistara","UK-985","Delhi","Evening","zero","Night","Mumbai","Business",2.17,14,42312
"Vistara","UK-830","Hyderabad","Morning","one","Evening","Mumbai","Business",6.17,7,53947
"Air_India","AI-424","Kolkata","Afternoon","one","Morning","Chennai","Business",19.42,11,55983
