자전거ID,대여일시,대여소번호,대여소명,이용시간,이용거리
SPB-38448,2022-06-01 18:43,210,IFC몰,23,2896.25
SPB-39903,2022-06-01 18:43,108,서교동 사거리,13,1582.91
SPB-33389,2022-06-01 18:43,108,서교동 사거리,12,1565.09
SPB-44145,2022-06-01 18:44,473,을지로4가역 9번출구,41,7079.1
SPB-41954,2022-06-01 18:44,431,청계천 영도교,6,651.11
SPB-44827,2022-06-01 18:44,337,창경궁 입구,42,4151.13
SPB-47205,2022-06-01 18:44,146,마포역 2번출구 뒤,55,1280
SPB-56209,2022-06-01 18:45,440,하늘공원 입구,24,2880
SPB-48421,2022-06-01 18:45,440,하늘공원 입구,23,2870
SPB-35821,2022-06-01 18:45,186,월드컵공원,49,10000.97
SPB-40323,2022-06-01 18:45,806,전자랜드 본관 앞,93,6172.78
SPB-55135,2022-06-01 18:45,832,이촌1동 주민센터 뒤,32,5460
SPB-52606,2022-06-01 18:45,300,정동사거리,25,3076.3
SPB-84452,2022-06-01 18:45,210,IFC몰,21,4440
SPB-59427,2022-06-01 18:46,363,신설동역 11번출구 뒤,4,720
SPB-53002,2022-06-01 18:46,184,7번가피자 서교망원점,32,2532.94
SPB-38254,2022-06-01 18:46,481,신당역 10번 출구,40,628.69
SPB-52694,2022-06-01 18:46,495,염리초등학교 앞,6,977.53
SPB-33785,2022-06-01 18:46,819,선린인터넷 고등학교,29,4243.35
SPB-46126,2022-06-01 18:46,819,선린인터넷 고등학교,29,4163.53
SPB-84156,2022-06-01 18:47,359,원남동사거리,4,920
SPB-37967,2022-06-01 18:47,938,금암 문화공원,59,12906.09
SPB-32053,2022-06-01 18:47,481,신당역 10번 출구,47,736.2
SPB-48852,2022-06-01 18:47,592,건국대학교 학생회관,42,2580
SPB-62784,2022-06-01 18:48,558,성동광진 교육지원청 앞,37,5620
SPB-50231,2022-06-01 18:48,329,청계2가 사거리 옆,11,982.67
SPB-47668,2022-06-01 18:48,327,낙원상가 옆,16,2432.52
SPB-37480,2022-06-01 18:48,468,웨스틴 조선호텔,29,3385.17
SPB-48557,2022-06-01 18:49,393,동대문역 8번 출구,3,140
SPB-55574,2022-06-01 18:49,641,용두역 4번출구,17,3190
SPB-34881,2022-06-01 18:49,420,서울시 공공자전거 상암센터,14,222.39
SPB-51677,2022-06-01 18:49,382,약수역 10번출구 앞,12,2032.99
SPB-46366,2022-06-01 18:49,440,하늘공원 입구,54,30
SPB-33654,2022-06-01 18:49,329,청계2가 사거리 옆,10,551.87
SPB-84743,2022-06-01 18:49,476,광희문,16,1270
SPB-53751,2022-06-01 18:49,468,웨스틴 조선호텔,28,2920
SPB-57601,2022-06-01 18:49,130,신촌역(2호선) 7번출구 앞,11,1140
SPB-47024,2022-06-01 18:50,390,충무로역 1번출구,14,1460
SPB-49143,2022-06-01 18:50,402,상암월드컵파크 9단지 앞,40,1770
SPB-61501,2022-06-01 18:50,150,서강대역 2번출구 앞,14,1820
SPB-51243,2022-06-01 18:51,347,동대문역사문화공원역 9번출구 앞,5,707.34
SPB-31833,2022-06-01 18:51,140,이화여대 후문,117,2837.39
SPB-58809,2022-06-01 18:52,409,누리꿈스퀘어 옆,52,1640
SPB-41629,2022-06-01 18:52,492,성산시영아파트 후문,8,594.29
SPB-52796,2022-06-01 18:52,420,서울시 공공자전거 상암센터,25,1379.69
SPB-81019,2022-06-01 18:52,341,혜화역 3번출구 뒤,33,3690
SPB-80329,2022-06-01 18:52,341,혜화역 3번출구 뒤,33,3690
SPB-30519,2022-06-01 18:52,184,7번가피자 서교망원점,8,1023.7
SPB-49193,2022-06-01 18:52,852,청암자이APT(103동),53,5370
SPB-34860,2022-06-01 18:52,437,대흥역 1번출구,4,537.11
SPB-50783,2022-06-01 18:52,490,가온문화공원,2,0
SPB-39304,2022-06-01 18:53,369,광화문 시민열린마당,10,659.34
SPB-58261,2022-06-01 18:53,370,시청역(2호선) 9번출구 뒤,6,570
SPB-47689,2022-06-01 18:53,370,시청역(2호선) 9번출구 뒤,6,540
SPB-32475,2022-06-01 18:53,919,서울혁신파크,50,6585.6
SPB-53416,2022-06-01 18:53,475,DDP 패션몰,2,0
SPB-57170,2022-06-01 18:53,430,KEB하나은행 장충동지점,6,1000
SPB-44093,2022-06-01 18:53,195,모래내고가차도,3,664.89
SPB-47758,2022-06-01 18:54,300,정동사거리,8,510
SPB-31444,2022-06-01 18:54,103,망원역 2번출구 앞,24,2376.09
SPB-51542,2022-06-01 18:54,346,맥스타일 앞,5,910.97
SPB-38829,2022-06-01 18:54,490,가온문화공원,39,9420.91
SPB-46901,2022-06-01 18:54,490,가온문화공원,39,9378.77
SPB-38114,2022-06-01 18:54,195,모래내고가차도,3,664.89
SPB-30383,2022-06-01 18:55,369,광화문 시민열린마당,9,548.15
SPB-50384,2022-06-01 18:55,418,월드컵경기장역 3번출구 옆,9,733.76
SPB-83684,2022-06-01 18:55,476,광희문,10,1440
SPB-80725,2022-06-01 18:55,498,연남동주민센터 앞,3,32.6
SPB-38158,2022-06-01 18:56,340,혜화동 로터리,3,670.61
SPB-84633,2022-06-01 18:56,363,신설동역 11번출구 뒤,56,11510
SPB-32763,2022-06-01 18:56,417,DMC역 2번출구 옆,4,540.33
SPB-50018,2022-06-01 18:56,199,서울 월드컵 경기장,7,983.54
SPB-53387,2022-06-01 18:56,185,마포 신수공원 앞,3,432
SPB-53112,2022-06-01 18:56,146,마포역 2번출구 뒤,3,375.1
SPB-80122,2022-06-01 18:56,498,연남동주민센터 앞,3,10
SPB-62172,2022-06-01 18:57,351,청운초교 앞 삼거리,6,1870
SPB-51628,2022-06-01 18:57,369,광화문 시민열린마당,57,650
SPB-52570,2022-06-01 18:57,420,서울시 공공자전거 상암센터,27,3439.53
SPB-31877,2022-06-01 18:57,488,푸르메병원,7,835.54
SPB-63404,2022-06-01 18:58,353,재동초교 앞 삼거리,31,1960
SPB-61560,2022-06-01 18:58,418,월드컵경기장역 3번출구 옆,11,740
SPB-33863,2022-06-01 18:58,473,을지로4가역 9번출구,31,3937.34
SPB-48906,2022-06-01 18:59,383,신당역 12번 출구 뒤,23,3280
SPB-60159,2022-06-01 19:00,530,청계벽산아파트 앞,84,10830
SPB-54790,2022-06-01 19:00,147,마포역 4번출구 뒤,3,480
SPB-53671,2022-06-01 19:00,147,마포역 4번출구 뒤,4,490
SPB-44093,2022-06-01 19:00,498,연남동주민센터 앞,9,65.04
SPB-38114,2022-06-01 19:00,498,연남동주민센터 앞,9,101.44
SPB-47705,2022-06-01 19:00,498,연남동주민센터 앞,21,3590
SPB-46253,2022-06-01 19:01,383,신당역 12번 출구 뒤,26,3530
SPB-32069,2022-06-01 19:01,383,신당역 12번 출구 뒤,26,3706.37
SPB-50059,2022-06-01 19:01,329,청계2가 사거리 옆,71,11370.18
SPB-48859,2022-06-01 19:01,342,대학로 마로니에공원,4,840
SPB-33476,2022-06-01 19:01,414,상암동주민센터 옆,10,1316.47
SPB-61487,2022-06-01 19:01,309,광화문역 6번출구 옆,25,6520
SPB-41462,2022-06-01 19:01,439,마포어린이공원,60,2404.13
SPB-46371,2022-06-01 19:02,450,효자동 삼거리,6,890
SPB-59902,2022-06-01 19:02,314,국립현대미술관,10,1430
SPB-81976,2022-06-01 19:02,338,세운스퀘어 앞,16,2040
SPB-31569,2022-06-01 19:03,383,신당역 12번 출구 뒤,25,3658.63
SPB-42457,2022-06-01 19:03,383,신당역 12번 출구 뒤,25,3505.66
SPB-35070,2022-06-01 19:03,361,동묘앞역 1번출구 뒤,8,778.46
SPB-35160,2022-06-01 19:03,420,서울시 공공자전거 상암센터,40,2971.57
SPB-38158,2022-06-01 19:03,342,대학로 마로니에공원,31,1577.38
SPB-59253,2022-06-01 19:03,481,신당역 10번 출구,90,1530
SPB-61902,2022-06-01 19:04,379,서울역9번출구,25,3420
SPB-81589,2022-06-01 19:04,342,대학로 마로니에공원,14,2150
SPB-82009,2022-06-01 19:04,420,서울시 공공자전거 상암센터,39,4620
SPB-58949,2022-06-01 19:04,126,서강대 후문 옆,34,350
SPB-60638,2022-06-01 19:05,123,문화촌 공원,39,7720
SPB-84243,2022-06-01 19:06,450,효자동 삼거리,20,2250
SPB-47668,2022-06-01 19:06,476,광희문,19,2128.9
SPB-31877,2022-06-01 19:06,490,가온문화공원,5,670.59
SPB-62665,2022-06-01 19:07,344,성균관대 E하우스 앞,9,2200
SPB-50783,2022-06-01 19:07,490,가온문화공원,5,719.1
SPB-30511,2022-06-01 19:07,420,서울시 공공자전거 상암센터,37,2863.16
SPB-48454,2022-06-01 19:07,420,서울시 공공자전거 상암센터,55,8300
SPB-59641,2022-06-01 19:07,419,홈플러스 앞,10,1060
SPB-49536,2022-06-01 19:08,338,세운스퀘어 앞,22,2400.19
SPB-59301,2022-06-01 19:08,417,DMC역 2번출구 옆,52,6180
SPB-46596,2022-06-01 19:09,302,경복궁역 4번출구 뒤,12,1780
SPB-59427,2022-06-01 19:09,361,동묘앞역 1번출구 뒤,37,2410
SPB-34557,2022-06-01 19:09,310,청계광장 옆,10,1110.57
SPB-51872,2022-06-01 19:09,414,상암동주민센터 옆,11,1570
SPB-41888,2022-06-01 19:09,414,상암동주민센터 옆,11,1675.7
SPB-41507,2022-06-01 19:10,379,서울역9번출구,38,2403.68
SPB-46616,2022-06-01 19:10,477,앰배서더 호텔 주변,5,780
SPB-33229,2022-06-01 19:10,181,망원초록길 입구,67,3869.54
SPB-43003,2022-06-01 19:10,559,왕십리역 4번 출구 건너편,56,3478.34
SPB-31129,2022-06-01 19:11,914,새절역 2번출구,13,2699.79
SPB-61713,2022-06-01 19:11,914,새절역 2번출구,14,2550
SPB-36945,2022-06-01 19:11,418,월드컵경기장역 3번출구 옆,53,11584.38
SPB-63318,2022-06-01 19:11,492,성산시영아파트 후문,10,1610
SPB-40151,2022-06-01 19:11,635,시조사 앞 (청량고정문 옆),36,4782.56
SPB-30161,2022-06-01 19:11,114,홍대입구역 8번출구 앞,52,6745.83
SPB-43538,2022-06-01 19:11,182,망원2빗물펌프장 앞,26,3182.25
SPB-36164,2022-06-01 19:11,182,망원2빗물펌프장 앞,25,3314.58
SPB-42797,2022-06-01 19:12,465,삼청공원 앞,11,1770.23
SPB-59410,2022-06-01 19:12,302,경복궁역 4번출구 뒤,26,3010
SPB-59598,2022-06-01 19:12,181,망원초록길 입구,65,4070
SPB-54234,2022-06-01 19:12,383,신당역 12번 출구 뒤,8,610
SPB-46626,2022-06-01 19:12,157,애오개역 4번출구 앞,10,1580
SPB-58886,2022-06-01 19:13,146,마포역 2번출구 뒤,10,1210
SPB-62707,2022-06-01 19:13,300,정동사거리,6,740
SPB-48506,2022-06-01 19:13,130,신촌역(2호선) 7번출구 앞,30,1649.34
SPB-57731,2022-06-01 19:13,409,누리꿈스퀘어 옆,5,680
SPB-57977,2022-06-01 19:13,419,홈플러스 앞,13,861.61
SPB-51998,2022-06-01 19:14,347,동대문역사문화공원역 9번출구 앞,15,1206.77
SPB-60184,2022-06-01 19:14,474,동대문역사문화공원역 1번출구 뒤편,26,3360
SPB-54457,2022-06-01 19:14,363,신설동역 11번출구 뒤,38,3808.59
SPB-49525,2022-06-01 19:14,374,청구역 2번출구 앞,11,1615.54
SPB-53653,2022-06-01 19:15,314,국립현대미술관,4,352.04
SPB-53416,2022-06-01 19:15,474,동대문역사문화공원역 1번출구 뒤편,26,3191.13
SPB-31079,2022-06-01 19:15,464,삼청동 골목,56,5328.99
SPB-40612,2022-06-01 19:15,353,재동초교 앞 삼거리,14,1680
SPB-48560,2022-06-01 19:15,914,새절역 2번출구,32,4450
SPB-38776,2022-06-01 19:15,426,서울신용보증재단,14,1224.56
SPB-32532,2022-06-01 19:15,548,자양나들목,28,3780.6
SPB-53785,2022-06-01 19:16,382,약수역 10번출구 앞,15,1639.25
SPB-84188,2022-06-01 19:16,474,동대문역사문화공원역 1번출구 뒤편,9,1020
SPB-51399,2022-06-01 19:16,492,성산시영아파트 후문,50,1855.46
SPB-51636,2022-06-01 19:17,464,삼청동 골목,53,4910
SPB-39608,2022-06-01 19:17,374,청구역 2번출구 앞,3,603.5
SPB-54961,2022-06-01 19:17,989,신응교(가좌로) 앞,15,2970.73
SPB-34514,2022-06-01 19:17,199,서울 월드컵 경기장,27,2480.54
SPB-43803,2022-06-01 19:17,526,용답토속공원 앞,45,6290.59
SPB-35234,2022-06-01 19:17,526,용답토속공원 앞,45,6405.47
SPB-60482,2022-06-01 19:17,477,앰배서더 호텔 주변,8,3150
SPB-84827,2022-06-01 19:17,474,동대문역사문화공원역 1번출구 뒤편,9,1040
SPB-47338,2022-06-01 19:18,302,경복궁역 4번출구 뒤,13,1300
SPB-30587,2022-06-01 19:18,342,대학로 마로니에공원,2,397.99
SPB-44988,2022-06-01 19:18,397,종묘공영주차장 건너편,13,2195.89
SPB-52796,2022-06-01 19:18,420,서울시 공공자전거 상암센터,26,2329.87
SPB-49447,2022-06-01 19:18,327,낙원상가 옆,7,1690
SPB-58539,2022-06-01 19:19,372,약수역 3번출구 뒤,11,1460
SPB-32138,2022-06-01 19:19,194,증산교 앞,15,1905.75
SPB-31276,2022-06-01 19:20,427,성산시영아파트,33,4220.13
SPB-42329,2022-06-01 19:20,302,경복궁역 4번출구 뒤,10,741.45
SPB-41957,2022-06-01 19:20,302,경복궁역 4번출구 뒤,11,1050.38
SPB-59791,2022-06-01 19:21,469,회현역 1번출구,13,1240
SPB-61560,2022-06-01 19:21,418,월드컵경기장역 3번출구 옆,2,260
SPB-42071,2022-06-01 19:21,418,월드컵경기장역 3번출구 옆,2,222.39
SPB-55508,2022-06-01 19:22,673,안암골벽산아파트(후문),25,3760
SPB-45514,2022-06-01 19:22,673,안암골벽산아파트(후문),25,3800
SPB-43960,2022-06-01 19:22,673,안암골벽산아파트(후문),26,4091.73
SPB-55877,2022-06-01 19:22,838,숙대입구역 4번출구,17,2739.23
SPB-83528,2022-06-01 19:22,418,월드컵경기장역 3번출구 옆,2,110
SPB-48685,2022-06-01 19:22,907,CJ 드림시티,27,4580
SPB-63318,2022-06-01 19:22,420,서울시 공공자전거 상암센터,53,760
SPB-30008,2022-06-01 19:22,339,종로4가 사거리,21,3245.04
SPB-57873,2022-06-01 19:22,12         0,신수동 사거리,29,2110
SPB-46371,2022-06-01 19:23,302,경복궁역 4번출구 뒤,5,490
SPB-36632,2022-06-01 19:23,420,서울시 공공자전거 상암센터,52,563.62
SPB-38387,2022-06-01 19:23,420,서울시 공공자전거 상암센터,57,4287.4
SPB-60123,2022-06-01 19:23,439,마포어린이공원,15,1780
SPB-60274,2022-06-01 19:23,826,서울역 서부교차로2,7,1160
SPB-61238,2022-06-01 19:24,841,신용산역 1번 출구,30,4680
SPB-50851,2022-06-01 19:24,318,광교사거리 남측,22,2210
SPB-63343,2022-06-01 19:24,398,을지로3가역 3번출구,52,2630
SPB-63087,2022-06-01 19:24,380,CJ제일제당 앞,7,1120
SPB-38476,2022-06-01 19:24,430,KEB하나은행 장충동지점,4,574.95
SPB-34021,2022-06-01 19:25,475,DDP 패션몰,15,1577.38
SPB-41527,2022-06-01 19:25,475,DDP 패션몰,15,1423
SPB-62761,2022-06-01 19:25,419,홈플러스 앞,11,2880
SPB-58591,2022-06-01 19:25,181,망원초록길 입구,58,4770
SPB-43407,2022-06-01 19:25,181,망원초록길 입구,59,4421.87
SPB-59083,2022-06-01 19:25,367,독립문역 3-1번출구,50,5690
SPB-83671,2022-06-01 19:25,367,독립문역 3-1번출구,51,6980
SPB-47601,2022-06-01 19:26,362,청계8가 사거리,20,3040
SPB-56251,2022-06-01 19:26,341,혜화역 3번출구 뒤,3,530.56
SPB-31129,2022-06-01 19:26,418,월드컵경기장역 3번출구 옆,7,802.81
SPB-61713,2022-06-01 19:26,418,월드컵경기장역 3번출구 옆,7,900
SPB-47802,2022-06-01 19:26,120,신수동 사거리,6,448.96
SPB-49395,2022-06-01 19:27,362,청계8가 사거리,19,3000
SPB-39346,2022-06-01 19:27,120,신수동 사거리,5,385.08
SPB-36445,2022-06-01 19:27,103,망원역 2번출구 앞,27,4097.66
SPB-47369,2022-06-01 19:28,383,신당역 12번 출구 뒤,27,2250
SPB-57617,2022-06-01 19:28,906,연신내역 5번출구,32,5870
SPB-32299,2022-06-01 19:28,429,송도병원,92,9614.28
SPB-50783,2022-06-01 19:28,4   02,상암월드컵파크 9단지 앞,15,1936.13
SPB-50231,2022-06-01 19:29,458,광화문역 5번출구,29,3293.75
SPB-30365,2022-06-01 19:29,829,베르가모앞,69,9173.75
SPB-30982,2022-06-01 19:29,137,신촌기차역입구 교차로,28,2790.46
SPB-58736,2022-06-01 19:30,349,사직동주민센터,12,1660
SPB-52219,2022-06-01 19:30,550,서울시설공단 앞,20,2472.36
SPB-50525,2022-06-01 19:30,421,마포구청 앞,43,2868.13
SPB-52133,2022-06-01 19:30,431,청계천 영도교,5,520
SPB-35403,2022-06-01 19:30,480,약수역 6번 출구,11,1747.59
SPB-49198,2022-06-01 19:30,498,연남동주민센터 앞,29,3220
SPB-57455,2022-06-01 19:30,498,연남동주민센터 앞,28,3120
SPB-80542,2022-06-01 19:31,518,청계천 박물관 앞,19,2810
SPB-54512,2022-06-01 19:31,398,을지로3가역 3번출구,11,1940
SPB-37772,2022-06-01 19:31,131,증산2교,15,1929
SPB-51665,2022-06-01 19:31,551,구의삼성쉐르빌 앞,16,2110
SPB-31569,2022-06-01 19:32,320,을지로입구역 4번출구 앞,12,1925.55
SPB-61300,2022-06-01 19:32,302,경복궁역 4번출구 뒤,13,2080
SPB-82550,2022-06-01 19:32,866,브라운스톤 남산아파트,5,1380
SPB-83616,2022-06-01 19:32,409,누리꿈스퀘어 옆,13,1790
SPB-46859,2022-06-01 19:32,407,마포구 육아종합지원센터,53,9055.92
SPB-48114,2022-06-01 19:32,340,혜화동 로터리,35,3670
SPB-41506,2022-06-01 19:32,305,종로구청 옆,8,1414.77
SPB-56225,2022-06-01 19:32,362,청계8가 사거리,6,1000
SPB-38345,2022-06-01 19:33,458,광화문역 5번출구,4,176.27
SPB-50771,2022-06-01 19:33,305,종로구청 옆,30,4203.71
SPB-40435,2022-06-01 19:33,302,경복궁역 4번출구 뒤,13,1245.52
SPB-56044,2022-06-01 19:33,605,신설동역8번출구,17,1920
SPB-56479,2022-06-01 19:34,416,상암월드컵파크 1단지 교차로,36,2870
SPB-55056,2022-06-01 19:34,103,망원역 2번출구 앞,21,2386.67
SPB-58550,2022-06-01 19:34,819,선린인터넷 고등학교,11,1600
SPB-50630,2022-06-01 19:34,487,신석초교앞 교차로 교통섬,39,8674.93
SPB-62824,2022-06-01 19:34,120,신수동 사거리,8,1494.98
SPB-57133,2022-06-01 19:35,411,DMC홍보관,14,1780
SPB-31672,2022-06-01 19:35,416,상암월드컵파크 1단지 교차로,35,284.66
SPB-41676,2022-06-01 19:35,557,도선동 주민센터 앞,4,791.08
SPB-49191,2022-06-01 19:35,439,마포어린이공원,37,4120
SPB-51217,2022-06-01 19:35,8 17,삼각지역 4번출구 앞,30,4381.84
SPB-61962,2022-06-01 19:36,341,혜화역 3번출구 뒤,14,2430
SPB-33413,2022-06-01 19:36,341,혜화역 3번출구 뒤,14,2418.44
SPB-81960,2022-06-01 19:36,413,상암월드컵파크 3단지 후문,35,3220
SPB-49447,2022-06-01 19:36,464,삼청동 골목,11,1660
SPB-81589,2022-06-01 19:36,361,동묘앞역 1번출구 뒤,9,1490
SPB-45249,2022-06-01 19:36,674,고대앞사거리 교통섬,18,2973.76
SPB-57977,2022-06-01 19:36,492,성산시영아파트 후문,37,3062
SPB-80186,2022-06-01 19:37,355,서울사대부속초교 앞,4,440
SPB-33821,2022-06-01 19:37,429,송도병원,5,1072.68
SPB-39150,2022-06-01 19:37,383,신당역 12번 출구 뒤,17,1747.88
SPB-40110,2022-06-01 19:37,579,마장역 4번출구,29,2896.92
SPB-80041,2022-06-01 19:37,3   61,동묘앞역 1번출구 뒤,8,1252.81
SPB-51998,2022-06-01 19:37,347,동대문역사문화공원역 9번출구 앞,52,4976.02
SPB-48859,2022-06-01 19:38,344,성균관대 E하우스 앞,73,10610
SPB-31877,2022-06-01 19:38,402,상암월드컵파크 9단지 앞,4,594.26
SPB-36164,2022-06-01 19:38,498,연남동주민센터 앞,84,12697.54
SPB-39425,2022-06-01 19:38,327,낙원상가 옆,21,1667.73
SPB-41990,2022-06-01 19:38,327,낙원상가 옆,21,1637.02
SPB-62924,2022-06-01 19:39,355,서울사대부속초교 앞,6,910
SPB-60051,2022-06-01 19:39,309,광화문역 6번출구 옆,11,1850
SPB-62784,2022-06-01 19:40,322,명동성당 앞,48,5670
SPB-61538,2022-06-01 19:40,302,경복궁역 4번출구 뒤,21,5540
SPB-84615,2022-06-01 19:40,322,명동성당 앞,32,3060
SPB-53100,2022-06-01 19:40,461,서울지방경찰청,3,539.26
SPB-41488,2022-06-01 19:40,327,낙원상가 옆,49,3523.68
SPB-35163,2022-06-01 19:40,420,서울시 공공자전거 상암센터,68,3764.9
SPB-60190,2022-06-01 19:41,5   30,청계벽산아파트 앞,11,2080
SPB-37552,2022-06-01 19:41,249,여의도중학교 옆,103,13498.37
SPB-48985,2022-06-01 19:41,249,여의도중학교 옆,103,12510
SPB-49051,2022-06-01 19:41,186,월드컵공원,24,4100
SPB-49243,2022-06-01 19:41,154,마포구청역,30,4410
SPB-49536,2022-06-01 19:42,398,을지로3가역 3번출구,7,601.05
SPB-53445,2022-06-01 19:42,471,회현사거리 남측,8,910
SPB-83788,2022-06-01 19:42,384,종로학원본원,10,960
SPB-40203,2022-06-01 19:42,440,하늘공원 입구,9,1874.73
SPB-34126,2022-06-01 19:42,3   27,낙원상가 옆,47,2380.81
SPB-46829,2022-06-01 19:43,398,을지로3가역 3번출구,6,630
SPB-54234,2022-06-01 19:43,476,광희문,8,620
SPB-53707,2022-06-01 19:43,102,망원역 1번출구 앞,10,1315.54
SPB-53974,2022-06-01 19:43,144,공덕역 8번출구,19,2028.36
SPB-50116,2022-06-01 19:44,348,독립문역 사거리,9,1683.44
SPB-43808,2022-06-01 19:44,372,약수역 3번출구 뒤,5,852.79
SPB-54377,2022-06-01 19:44,403,부엉이공원 앞,38,2650
SPB-50783,2022-06-01 19:44,440,하늘공원 입구,100,7543.44
SPB-60816,2022-06-01 19:44,440,하늘공원 입구,100,8030
SPB-62602,2022-06-01 19:44,186,월드컵공원,22,3370
SPB-32211,2022-06-01 19:44,409,누리꿈스퀘어 옆,4,880.48
SPB-37572,2022-06-01 19:44,334,종로3가역 2번출구 뒤,12,1917.14
SPB-33654,2022-06-01 19:45,310,청계광장 옆,27,913.89
SPB-52929,2022-06-01 19:45,440,하늘공원 입구,99,7760
SPB-55584,2022-06-01 19:45,362,청계8가 사거리,8,1020
SPB-84995,2022-06-01 19:46,342,대학로 마로니에공원,2,200
SPB-55629,2022-06-01 19:46,424,롯데하이마트 (상암월드컵점),103,18370
SPB-31860,2022-06-01 19:46,413,상암월드컵파크 3단지 후문,38,7546.59
SPB-46616,2022-06-01 19:46,382,약수역 10번출구 앞,9,1500
SPB-55038,2022-06-01 19:47,302,경복궁역 4번출구 뒤,78,1360
SPB-58577,2022-06-01 19:47,82 5,서빙고동 주민센터 앞,106,13420
SPB-51100,2022-06-01 19:47,406,상암월드컵파크 7단지 앞,5,680
SPB-58105,2022-06-01 19:47,420,서울시 공공자전거 상암센터,61,7380
SPB-53845,2022-06-01 19:47,195,모래내고가차도,62,12534.04
SPB-35930,2022-06-01 19:48,173,서대문역 8번출구 앞,6,921.54
SPB-36083,2022-06-01 19:48,361,동묘앞역 1번출구 뒤,7,714.69
SPB-42797,2022-06-01 19:49,302,경복궁역 4번출구 뒤,2,0
SPB-41507,2022-06-01 19:49,351,청운초교 앞 삼거리,33,2634.03
SPB-57651,2022-06-01 19:49,336,티마크 호텔 앞,27,3370.25
SPB-53134,2022-06-01 19:49,336,티마크 호텔 앞,27,3244.46
SPB-41403,2022-06-01 19:49,390,충무로역 1번출구,27,3204.33
SPB-43960,2022-06-01 19:49,344,성균관대 E하우스 앞,4,630.12
SPB-31129,2022-06-01 19:49,415,DMC역 9번출구 앞,13,1840.94
SPB-55137,2022-06-01 19:49,525,한양대병원사거리,19,2745.53
SPB-83167,2022-06-01 19:49,361,동묘앞역 1번출구 뒤,8,1110
SPB-39638,2022-06-01 19:49,147,마포역 4번출구 뒤,15,1919.92
SPB-39329,2022-06-01 19:50,466,롯데호텔,40,4527.75
SPB-51148,2022-06-01 19:50,336,티마크 호텔 앞,26,3190
SPB-58927,2022-06-01 19:50,415,DMC역 9번출구 앞,31,2480
SPB-33756,2022-06-01 19:50,436,이대역 5번출구,25,4447.35
SPB-47758,2022-06-01 19:50,395,경희궁 자이 2단지,8,1330
SPB-32768,2022-06-01 19:50,395,경희궁 자이 2단지,8,1185.32
SPB-38158,2022-06-01 19:51,475,DDP 패션몰,9,1711.52
SPB-55835,2022-06-01 19:51,989,신응교(가좌로) 앞,19,3360
SPB-35821,2022-06-01 19:51,419,홈플러스 앞,33,3929.09
SPB-56680,2022-06-01 19:51,146,마포역 2번출구 뒤,7,840
SPB-32475,2022-06-01 19:51,418,월드컵경기장역 3번출구 옆,46,7459.8
SPB-32109,2022-06-01 19:52,568,청계8가사거리 부근,46,2100.76
SPB-49523,2022-06-01 19:52,374,청구역 2번출구 앞,83,9680
SPB-60352,2022-06-01 19:52,989,신응교(가좌로) 앞,16,3270
SPB-59646,2022-06-01 19:52,439,마포어린이공원,71,9760
SPB-58736,2022-06-01 19:53,351,청운초교 앞 삼거리,6,1350
SPB-34025,2022-06-01 19:53,614,용두동 사거리,15,2879.46
SPB-57696,2022-06-01 19:53,35 5,서울사대부속초교 앞,112,7549.42
SPB-57731,2022-06-01 19:53,489,구룡근린공원,99,590
SPB-48312,2022-06-01 19:53,413,상암월드컵파크 3단지 후문,34,3160
SPB-52219,2022-06-01 19:54,393,동대문역 8번 출구,39,5349.92
SPB-58462,2022-06-01 19:54,412,DMC산학협력연구센터 앞,10,1369.09
SPB-57523,2022-06-01 19:54,133,해담는다리,9,1510
SPB-35562,2022-06-01 19:54,369,광화문 시민열린마당,43,5685.42
SPB-54241,2022-06-01 19:54,520,상왕십리역 4번 출구 앞,17,2044.21
SPB-43960,2022-06-01 19:54,393,동대문역 8번 출구,3,461.61
SPB-42695,2022-06-01 19:55,433,을지로입구역 2번출구,35,4335.23
SPB-51323,2022-06-01 19:55,301,경복궁역 7번출구 앞,67,6210
SPB-51628,2022-06-01 19:55,3  69,광화문 시민열린마당,57,650
SPB-58159,2022-06-01 19:55,431,청계천 영도교,28,3554.77
SPB-59578,2022-06-01 19:56,445,대한상공회의소,14,1399.37
SPB-34703,2022-06-01 19:56,374,청구역 2번출구 앞,8,870.47
SPB-59286,2022-06-01 19:57,338,세운스퀘어 앞,9,1360
SPB-48107,2022-06-01 19:57,913,이마트 버스정류장(서부경찰서 방면),33,5170
SPB-36983,2022-06-01 19:58,367,독립문역 3-1번출구,2,283.77
SPB-47980,2022-06-01 19:58,931,역촌파출소,24,4070
SPB-51453,2022-06-01 19:58,186,월드컵공원,6,544.63
SPB-30675,2022-06-01 19:59,442,서울역 서부,54,1471.53
SPB-82128,2022-06-01 19:59,131,증산2교,17,2430
SPB-84834,2022-06-01 19:59,147,마포역 4번출구 뒤,4,600
SPB-54177,2022-06-01 19:59,481,신당역 10번 출구,3,470
